Date,Open,High,Low,Close,Volume
2024-11-06 18:48:00,1.07287,1.07288,1.07271,1.07271,34
2024-11-06 18:49:00,1.07272,1.07282,1.07266,1.07281,42
2024-11-06 18:50:00,1.07281,1.07287,1.0726,1.07262,41
2024-11-06 18:51:00,1.07263,1.07283,1.07263,1.07282,37
2024-11-06 18:52:00,1.07283,1.07311,1.0728,1.07306,39
2024-11-06 18:53:00,1.07306,1.07312,1.07295,1.07297,44
2024-11-06 18:54:00,1.07302,1.07306,1.0729,1.073,37
2024-11-06 18:55:00,1.07301,1.07301,1.07282,1.07297,41
2024-11-06 18:56:00,1.07297,1.07302,1.07275,1.07275,43
2024-11-06 18:57:00,1.07272,1.07293,1.07272,1.07292,51
2024-11-06 18:58:00,1.07291,1.07313,1.07287,1.07312,55
2024-11-06 18:59:00,1.07314,1.07322,1.0731,1.07312,47
2024-11-06 19:00:00,1.07311,1.07317,1.07307,1.07309,50
2024-11-06 19:01:00,1.0731,1.07315,1.07292,1.07312,49
2024-11-06 19:02:00,1.07312,1.07313,1.07296,1.07302,45
2024-11-06 19:03:00,1.07301,1.07302,1.07283,1.07291,37
2024-11-06 19:04:00,1.0729,1.07306,1.07289,1.07294,44
2024-11-06 19:05:00,1.07291,1.07297,1.07272,1.07277,50
2024-11-06 19:06:00,1.07276,1.07286,1.07271,1.07286,36
2024-11-06 19:07:00,1.07287,1.0731600000000001,1.07285,1.0731600000000001,42
2024-11-06 19:08:00,1.0731600000000001,1.07326,1.07303,1.07306,44
2024-11-06 19:09:00,1.07307,1.07347,1.07306,1.07342,39
2024-11-06 19:10:00,1.07347,1.07386,1.07347,1.07386,36
2024-11-06 19:11:00,1.07382,1.07392,1.07381,1.07385,57
2024-11-06 19:12:00,1.07386,1.07396,1.07378,1.07392,47
2024-11-06 19:13:00,1.07392,1.07397,1.07382,1.07384,59
2024-11-06 19:14:00,1.07386,1.07397,1.07373,1.0737700000000001,49
2024-11-06 19:15:00,1.07376,1.07382,1.07354,1.07356,45
2024-11-06 19:16:00,1.07356,1.07397,1.07356,1.07396,49
2024-11-06 19:17:00,1.07395,1.07423,1.07386,1.07396,52
2024-11-06 19:18:00,1.07397,1.07397,1.0735,1.07353,60
2024-11-06 19:19:00,1.07354,1.07361,1.0735,1.07355,49
2024-11-06 19:20:00,1.07355,1.07361,1.07343,1.07345,49
2024-11-06 19:21:00,1.07345,1.07356,1.07338,1.07342,44
2024-11-06 19:22:00,1.07343,1.07388,1.07343,1.07383,44
2024-11-06 19:23:00,1.07382,1.07405,1.07381,1.07401,54
2024-11-06 19:24:00,1.07402,1.0743,1.07402,1.07422,42
2024-11-06 19:25:00,1.0742099999999999,1.07441,1.0742,1.07436,53
2024-11-06 19:26:00,1.07436,1.07446,1.07425,1.07435,43
2024-11-06 19:27:00,1.07435,1.07444,1.07426,1.07439,51
2024-11-06 19:28:00,1.07435,1.07445,1.07424,1.07425,47
2024-11-06 19:29:00,1.07422,1.07435,1.0742,1.07426,52
2024-11-06 19:30:00,1.07424,1.07424,1.07406,1.07414,42
2024-11-06 19:31:00,1.07416,1.07416,1.07405,1.0741,48
2024-11-06 19:32:00,1.07409,1.07417,1.07407,1.07414,37
2024-11-06 19:33:00,1.07415,1.07419,1.07394,1.07398,42
2024-11-06 19:34:00,1.07398,1.0741,1.0738,1.07406,67
2024-11-06 19:35:00,1.07405,1.07405,1.07391,1.07394,52
2024-11-06 19:36:00,1.07395,1.07402,1.07384,1.07389,42
2024-11-06 19:37:00,1.07389,1.07395,1.07384,1.07387,24
2024-11-06 19:38:00,1.07386,1.07394,1.07379,1.07379,34
2024-11-06 19:39:00,1.0738,1.07385,1.07374,1.0738,29
2024-11-06 19:40:00,1.07379,1.0738,1.07374,1.07379,28
2024-11-06 19:41:00,1.07378,1.07379,1.07366,1.07368,44
2024-11-06 19:42:00,1.07369,1.07391,1.07369,1.07384,43
2024-11-06 19:43:00,1.07384,1.07392,1.07383,1.07389,22
2024-11-06 19:44:00,1.07389,1.07395,1.07356,1.07358,39
2024-11-06 19:45:00,1.07358,1.07364,1.07338,1.07345,33
2024-11-06 19:46:00,1.07348,1.07349,1.07328,1.07329,27
2024-11-06 19:47:00,1.07329,1.0733,1.07323,1.07328,28
2024-11-06 19:48:00,1.07328,1.07338,1.07322,1.07323,34
2024-11-06 19:49:00,1.07318,1.0732,1.07309,1.07318,32
2024-11-06 19:50:00,1.07318,1.07334,1.0731600000000001,1.07321,41
2024-11-06 19:51:00,1.0732,1.07323,1.07308,1.07309,30
2024-11-06 19:52:00,1.07309,1.07314,1.07308,1.0731,32
2024-11-06 19:53:00,1.07307,1.0731600000000001,1.0729899999999999,1.07309,51
2024-11-06 19:54:00,1.07309,1.0731,1.07286,1.07289,44
2024-11-06 19:55:00,1.07288,1.073,1.0728,1.07295,45
2024-11-06 19:56:00,1.07297,1.07303,1.07274,1.07274,27
2024-11-06 19:57:00,1.07274,1.0728,1.07259,1.07259,49
2024-11-06 19:58:00,1.07259,1.07282,1.0725500000000001,1.07273,53
2024-11-06 19:59:00,1.07273,1.07275,1.0727,1.07271,48
2024-11-06 20:00:00,1.07271,1.07281,1.07265,1.07276,48
2024-11-06 20:01:00,1.07278,1.07278,1.07261,1.07262,54
2024-11-06 20:02:00,1.07261,1.07343,1.0726,1.07328,84
2024-11-06 20:03:00,1.07325,1.07349,1.07324,1.07349,73
2024-11-06 20:04:00,1.07344,1.07351,1.07335,1.07338,54
2024-11-06 20:05:00,1.07339,1.07344,1.07321,1.07332,52
2024-11-06 20:06:00,1.07333,1.0735999999999999,1.07325,1.07359,62
2024-11-06 20:07:00,1.07356,1.07368,1.07347,1.07359,60
2024-11-06 20:08:00,1.07359,1.07363,1.07351,1.07359,48
2024-11-06 20:09:00,1.07358,1.07364,1.07351,1.07359,39
2024-11-06 20:10:00,1.07359,1.07381,1.07358,1.0737,58
2024-11-06 20:11:00,1.07371,1.07415,1.07371,1.07415,63
2024-11-06 20:12:00,1.07415,1.07426,1.07412,1.0742,60
2024-11-06 20:13:00,1.0742099999999999,1.07453,1.0742099999999999,1.07448,63
2024-11-06 20:14:00,1.07446,1.07465,1.07446,1.07451,53
2024-11-06 20:15:00,1.07452,1.07458,1.07434,1.07434,58
2024-11-06 20:16:00,1.07431,1.07453,1.07424,1.07453,37
2024-11-06 20:17:00,1.07454,1.07477,1.07449,1.07476,54
2024-11-06 20:18:00,1.07477,1.07495,1.07475,1.07494,46
2024-11-06 20:19:00,1.07492,1.07537,1.07484,1.07534,63
2024-11-06 20:20:00,1.07532,1.07532,1.07517,1.07521,51
2024-11-06 20:21:00,1.07521,1.07547,1.07515,1.07542,44
2024-11-06 20:22:00,1.07541,1.07577,1.07534,1.07574,63
2024-11-06 20:23:00,1.07577,1.0758,1.07567,1.07567,41
2024-11-06 20:24:00,1.07568,1.07571,1.07538,1.07571,49
2024-11-06 20:25:00,1.07576,1.07576,1.07556,1.07558,42
2024-11-06 20:26:00,1.0755,1.07551,1.07516,1.07551,57
2024-11-06 20:27:00,1.07549,1.07561,1.07545,1.07547,38
2024-11-06 20:28:00,1.07547,1.07553,1.07531,1.07542,48
2024-11-06 20:29:00,1.07537,1.07538,1.07504,1.07536,53
2024-11-06 20:30:00,1.07537,1.07541,1.07522,1.07525,44
2024-11-06 20:31:00,1.07526,1.07538,1.07513,1.07531,46
2024-11-06 20:32:00,1.07531,1.07551,1.07525,1.07544,43
2024-11-06 20:33:00,1.07542,1.07542,1.07522,1.07525,31
2024-11-06 20:34:00,1.07522,1.07522,1.0751,1.07519,26
2024-11-06 20:35:00,1.07519,1.07519,1.0749900000000001,1.07507,41
2024-11-06 20:36:00,1.07507,1.07512,1.07496,1.07496,39
2024-11-06 20:37:00,1.07496,1.07497,1.07471,1.07471,39
2024-11-06 20:38:00,1.0747,1.07477,1.07466,1.07469,40
2024-11-06 20:39:00,1.07469,1.07487,1.07469,1.07485,35
2024-11-06 20:40:00,1.07484,1.0749,1.07474,1.07474,40
2024-11-06 20:41:00,1.07475,1.0749,1.07475,1.07489,33
2024-11-06 20:42:00,1.0749,1.07497,1.07481,1.07492,38
2024-11-06 20:43:00,1.07487,1.07512,1.07487,1.0751,33
2024-11-06 20:44:00,1.0751,1.0752,1.07506,1.07518,37
2024-11-06 20:45:00,1.07518,1.07521,1.07507,1.07515,40
2024-11-06 20:46:00,1.07516,1.0754,1.07516,1.07537,54
2024-11-06 20:47:00,1.07537,1.07537,1.07525,1.07525,28
2024-11-06 20:48:00,1.07525,1.07552,1.07525,1.07546,43
2024-11-06 20:49:00,1.07545,1.07547,1.07537,1.07537,25
2024-11-06 20:50:00,1.07542,1.07542,1.07519,1.07521,30
2024-11-06 20:51:00,1.07521,1.07537,1.07517,1.07535,38
2024-11-06 20:52:00,1.07535,1.07537,1.07516,1.07516,35
2024-11-06 20:53:00,1.07515,1.07528,1.07515,1.07528,34
2024-11-06 20:54:00,1.0753,1.0755,1.0753,1.07535,46
2024-11-06 20:55:00,1.07535,1.0756000000000001,1.07535,1.07557,43
2024-11-06 20:56:00,1.07558,1.07566,1.07554,1.07565,45
2024-11-06 20:57:00,1.07564,1.07576,1.07558,1.07565,43
2024-11-06 20:58:00,1.07564,1.07564,1.07535,1.07539,52
2024-11-06 20:59:00,1.07539,1.07541,1.07524,1.07529,29
2024-11-06 21:00:00,1.07529,1.07533,1.07504,1.07519,44
2024-11-06 21:01:00,1.07519,1.07519,1.07503,1.07505,39
2024-11-06 21:02:00,1.07509,1.07514,1.07478,1.0748,36
2024-11-06 21:03:00,1.07478,1.07492,1.07476,1.0749,42
2024-11-06 21:04:00,1.07488,1.07526,1.07477,1.07518,53
2024-11-06 21:05:00,1.07518,1.07518,1.07494,1.07494,32
2024-11-06 21:06:00,1.07494,1.07494,1.07478,1.07478,34
2024-11-06 21:07:00,1.0748,1.0749900000000001,1.07461,1.07494,51
2024-11-06 21:08:00,1.07494,1.07494,1.07471,1.07475,52
2024-11-06 21:09:00,1.07477,1.07481,1.07465,1.07465,42
2024-11-06 21:10:00,1.07464,1.07469,1.0742099999999999,1.07425,55
2024-11-06 21:11:00,1.07426,1.07426,1.07391,1.07393,54
2024-11-06 21:12:00,1.07394,1.07408,1.07393,1.07399,53
2024-11-06 21:13:00,1.074,1.074,1.07394,1.07396,38
2024-11-06 21:14:00,1.07396,1.07413,1.07396,1.07396,38
2024-11-06 21:15:00,1.07397,1.07397,1.07379,1.07395,39
2024-11-06 21:16:00,1.07395,1.07402,1.07391,1.07398,33
2024-11-06 21:17:00,1.07398,1.07398,1.07387,1.07398,51
2024-11-06 21:18:00,1.07398,1.07407,1.07389,1.0739,41
2024-11-06 21:19:00,1.0739,1.07407,1.0739,1.07397,33
2024-11-06 21:20:00,1.07395,1.07408,1.07395,1.07401,33
2024-11-06 21:21:00,1.07401,1.07402,1.07388,1.07392,34
2024-11-06 21:22:00,1.07395,1.07413,1.07394,1.07413,23
2024-11-06 21:23:00,1.07416,1.07435,1.07404,1.07435,40
2024-11-06 21:24:00,1.07434,1.07444,1.07434,1.07444,35
2024-11-06 21:25:00,1.07446,1.07449,1.07431,1.07443,45
2024-11-06 21:26:00,1.07444,1.07454,1.07439,1.07453,30
2024-11-06 21:27:00,1.07453,1.07455,1.0743800000000001,1.07449,30
2024-11-06 21:28:00,1.07448,1.0746,1.07447,1.07459,32
2024-11-06 21:29:00,1.07459,1.07459,1.07426,1.07426,47
2024-11-06 21:30:00,1.07424,1.0744,1.07422,1.0744,16
2024-11-06 21:31:00,1.0744,1.07449,1.07415,1.07419,39
2024-11-06 21:32:00,1.07419,1.07419,1.07398,1.07399,43
2024-11-06 21:33:00,1.07399,1.07414,1.07399,1.07402,28
2024-11-06 21:34:00,1.07404,1.07404,1.07395,1.07398,37
2024-11-06 21:35:00,1.07398,1.07401,1.07389,1.07392,33
2024-11-06 21:36:00,1.07392,1.07392,1.0738,1.0738,50
2024-11-06 21:37:00,1.0738,1.07383,1.07378,1.07382,26
2024-11-06 21:38:00,1.07383,1.07383,1.07339,1.07344,48
2024-11-06 21:39:00,1.07344,1.0735,1.07336,1.07338,40
2024-11-06 21:40:00,1.07338,1.07353,1.0733,1.07352,34
2024-11-06 21:41:00,1.07352,1.07359,1.07335,1.07355,54
2024-11-06 21:42:00,1.07355,1.07356,1.07333,1.07354,42
2024-11-06 21:43:00,1.07355,1.07358,1.07333,1.07336,39
2024-11-06 21:44:00,1.07336,1.07336,1.07317,1.07319,40
2024-11-06 21:45:00,1.0732,1.07336,1.07309,1.07336,44
2024-11-06 21:46:00,1.07336,1.07349,1.07323,1.07329,48
2024-11-06 21:47:00,1.07329,1.07329,1.07317,1.07323,37
2024-11-06 21:48:00,1.07324,1.07324,1.07302,1.07302,39
2024-11-06 21:49:00,1.07302,1.0731600000000001,1.07296,1.0731600000000001,30
2024-11-06 21:50:00,1.0731600000000001,1.07319,1.07308,1.0731,39
2024-11-06 21:51:00,1.0731,1.07325,1.07303,1.07325,36
2024-11-06 21:52:00,1.07323,1.07326,1.07318,1.0732,40
2024-11-06 21:53:00,1.07321,1.07323,1.07312,1.07318,30
2024-11-06 21:54:00,1.07318,1.0733,1.07311,1.07327,35
2024-11-06 21:55:00,1.07329,1.07344,1.07327,1.07327,48
2024-11-06 21:56:00,1.07326,1.07334,1.07306,1.07334,46
2024-11-06 21:57:00,1.07336,1.07338,1.07315,1.0731600000000001,42
2024-11-06 21:58:00,1.0731600000000001,1.07337,1.0731600000000001,1.07331,34
2024-11-06 21:59:00,1.07331,1.07351,1.07328,1.07351,47
2024-11-06 22:00:00,1.07351,1.07366,1.07351,1.07364,41
2024-11-06 22:01:00,1.07365,1.07383,1.07361,1.07361,46
2024-11-06 22:02:00,1.07362,1.07362,1.07356,1.0735999999999999,29
2024-11-06 22:03:00,1.0735999999999999,1.07364,1.0735,1.07352,45
2024-11-06 22:04:00,1.07352,1.07352,1.07331,1.07346,45
2024-11-06 22:05:00,1.07346,1.07352,1.07341,1.07349,47
2024-11-06 22:06:00,1.07351,1.07375,1.07347,1.07375,42
2024-11-06 22:07:00,1.0737700000000001,1.07383,1.07371,1.07374,36
2024-11-06 22:08:00,1.07375,1.07381,1.07363,1.07381,30
2024-11-06 22:09:00,1.0738,1.07381,1.07372,1.07381,30
2024-11-06 22:10:00,1.07381,1.07382,1.07375,1.0737700000000001,29
2024-11-06 22:11:00,1.0737700000000001,1.07381,1.07363,1.07365,30
2024-11-06 22:12:00,1.07365,1.07365,1.07341,1.07355,32
2024-11-06 22:13:00,1.07356,1.07372,1.07356,1.07368,34
2024-11-06 22:14:00,1.07372,1.07372,1.07345,1.07353,43
2024-11-06 22:15:00,1.07356,1.07357,1.07349,1.07356,34
2024-11-06 22:16:00,1.07351,1.07363,1.07342,1.07351,45
2024-11-06 22:17:00,1.07353,1.07373,1.07353,1.07362,38
2024-11-06 22:18:00,1.07362,1.07371,1.07359,1.0737,50
2024-11-06 22:19:00,1.07369,1.07369,1.07337,1.07339,27
2024-11-06 22:20:00,1.07338,1.07354,1.07338,1.07354,35
2024-11-06 22:21:00,1.07354,1.07361,1.07348,1.07358,44
2024-11-06 22:22:00,1.07357,1.07366,1.07353,1.07363,33
2024-11-06 22:23:00,1.07363,1.07363,1.07347,1.07347,36
2024-11-06 22:24:00,1.07348,1.07358,1.07347,1.07351,38
2024-11-06 22:25:00,1.07351,1.07357,1.07343,1.07352,29
2024-11-06 22:26:00,1.07351,1.07356,1.0733,1.0733,28
2024-11-06 22:27:00,1.0733,1.07341,1.07327,1.07341,42
2024-11-06 22:28:00,1.07342,1.0735,1.07337,1.07346,31
2024-11-06 22:29:00,1.07346,1.0735999999999999,1.07346,1.07356,36
2024-11-06 22:30:00,1.07357,1.07371,1.07352,1.07364,46
2024-11-06 22:31:00,1.07364,1.07375,1.0735999999999999,1.07375,21
2024-11-06 22:32:00,1.07375,1.07375,1.0737,1.07374,7
2024-11-06 22:33:00,1.07374,1.07376,1.07359,1.07364,23
2024-11-06 22:34:00,1.07364,1.07366,1.07356,1.07366,35
2024-11-06 22:35:00,1.07365,1.07372,1.0735999999999999,1.07361,29
2024-11-06 22:36:00,1.0735999999999999,1.0735999999999999,1.07353,1.07357,29
2024-11-06 22:37:00,1.07356,1.07368,1.07351,1.07351,38
2024-11-06 22:38:00,1.07352,1.07355,1.07342,1.07351,37
2024-11-06 22:39:00,1.07349,1.07357,1.07348,1.07356,28
2024-11-06 22:40:00,1.07356,1.07357,1.0734,1.07342,32
2024-11-06 22:41:00,1.07341,1.07346,1.07341,1.07345,22
2024-11-06 22:42:00,1.07346,1.0735999999999999,1.07344,1.07355,23
2024-11-06 22:43:00,1.07351,1.07361,1.0735,1.07359,29
2024-11-06 22:44:00,1.07358,1.07365,1.07353,1.07357,33
2024-11-06 22:45:00,1.07355,1.07356,1.07349,1.07349,23
2024-11-06 22:46:00,1.0735,1.07357,1.07344,1.07351,23
2024-11-06 22:47:00,1.0735,1.07356,1.07349,1.07351,26
2024-11-06 22:48:00,1.0735,1.07356,1.07346,1.07355,28
2024-11-06 22:49:00,1.07355,1.07362,1.07355,1.07356,28
2024-11-06 22:50:00,1.07355,1.07358,1.0735,1.07358,22
2024-11-06 22:51:00,1.07357,1.07364,1.07346,1.07363,36
2024-11-06 22:52:00,1.07362,1.07373,1.07361,1.07366,29
2024-11-06 22:53:00,1.07365,1.07373,1.0735,1.07354,36
2024-11-06 22:54:00,1.07354,1.07354,1.07337,1.07337,34
2024-11-06 22:55:00,1.07336,1.07354,1.07335,1.07338,41
2024-11-06 22:56:00,1.07336,1.07346,1.07334,1.07345,41
2024-11-06 22:57:00,1.07347,1.07359,1.07344,1.07357,35
2024-11-06 22:58:00,1.07351,1.07358,1.0735,1.07358,37
2024-11-06 22:59:00,1.07357,1.0735999999999999,1.0734,1.07351,41
2024-11-06 23:00:00,1.0734,1.07352,1.07337,1.07351,45
2024-11-06 23:01:00,1.07352,1.07357,1.07347,1.0735,29
2024-11-06 23:02:00,1.0735,1.07353,1.07337,1.07339,26
2024-11-06 23:03:00,1.07339,1.07343,1.07336,1.0734,16
2024-11-06 23:04:00,1.07341,1.07343,1.07337,1.07338,15
2024-11-06 23:05:00,1.07338,1.07342,1.07338,1.07338,12
2024-11-06 23:06:00,1.07337,1.07338,1.07331,1.07333,11
2024-11-06 23:07:00,1.07333,1.07333,1.07322,1.07328,21
2024-11-06 23:08:00,1.07329,1.07336,1.07326,1.07334,13
2024-11-06 23:09:00,1.07334,1.07334,1.0733,1.07331,6
2024-11-06 23:10:00,1.07331,1.07334,1.07331,1.07334,5
2024-11-06 23:11:00,1.07334,1.07334,1.07326,1.07326,8
2024-11-06 23:12:00,1.07327,1.07327,1.07322,1.07324,17
2024-11-06 23:13:00,1.07325,1.07325,1.0731600000000001,1.0731600000000001,9
2024-11-06 23:14:00,1.07317,1.07322,1.0731600000000001,1.0732,9
2024-11-06 23:15:00,1.0732,1.07321,1.07315,1.0731600000000001,14
2024-11-06 23:16:00,1.0731600000000001,1.0731600000000001,1.07307,1.07307,7
2024-11-06 23:17:00,1.07306,1.07306,1.07297,1.07306,19
2024-11-06 23:18:00,1.07306,1.07318,1.07305,1.07318,11
2024-11-06 23:19:00,1.07317,1.07317,1.07305,1.07306,15
